CD_MUN,NOME_CLEAN,latitude,longitude
2610400,parnamirimPE,-8.160028906789735,-39.77002630187423
2610509,passiraPE,-8.012462648678206,-35.546302048453825
2610608,paudalhoPE,-7.905582823260062,-35.155072406494575
2610707,paulistaPE,-7.9281551261712275,-34.883410200317655
2610806,pedraPE,-8.697077348745426,-36.899896005967435
2610905,pesqueiraPE,-8.391893680327907,-36.735292392705695
2611002,petrolandiaPE,-8.899330210853872,-38.30789389574296
2611101,petrolinaPE,-9.01979446863865,-40.572359064496645
2611200,pocaoPE,-8.224733921759851,-36.71130188782692
2611309,pombosPE,-8.181695153452667,-35.387278042718584
2611408,primaveraPE,-8.326938996143289,-35.390928651371446
2611507,quipapaPE,-8.836064519454103,-36.02867955910541
2611533,quixabaPE,-7.71760989635462,-37.84907387897207
2611606,recifePE,-8.039344937294405,-34.93308626898766
2611705,riacho das almasPE,-8.081950814635098,-35.882899620149004
2611804,ribeiraoPE,-8.504556722027116,-35.36646026274067
2611903,rio formosoPE,-8.675068960004872,-35.21815016976165
2612000,sairePE,-8.302739442759934,-35.68447446185668
2612109,salgadinhoPE,-7.9161449464336595,-35.593818440758355
2612208,salgueiroPE,-8.129180804564882,-39.089814928599296
2612307,saloaPE,-8.991600000651262,-36.7389457437544
2612406,sanharoPE,-8.364786503328972,-36.54948257971241
2612455,santa cruzPE,-8.291218561475814,-40.302303522671515
2612471,santa cruz da baixa verdePE,-7.849491554129547,-38.17571193402619
2612505,santa cruz do capibaribePE,-7.889567564809837,-36.32529470078833
2612554,santa filomenaPE,-8.223650606650219,-40.5714776750107
2612604,santa maria da boa vistaPE,-8.629740254263844,-39.91431784556195
2612703,santa maria do cambucaPE,-7.824747913676803,-35.882896953927805
2612802,santa terezinhaPE,-7.430442167340974,-37.436516703434044
2612901,sao benedito do sulPE,-8.809267052999031,-35.90670754047151
2613008,sao bento do unaPE,-8.53592002472639,-36.45063797247519
2613107,sao caitanoPE,-8.328833698603987,-36.148003705732975
2613206,sao joaoPE,-8.879888484775785,-36.37758936765527
2613305,sao joaquim do montePE,-8.455023762904917,-35.843949457139495
2613404,sao jose da coroa grandePE,-8.86549853448768,-35.18518921227387
2613503,sao jose do belmontePE,-7.865761522286036,-38.7456670156678
2613602,sao jose do egitoPE,-7.526504580076616,-37.274168985539184
2613701,sao lourenco da mataPE,-8.023095646043084,-35.103874012281686
2613800,sao vicente ferrerPE,-7.605439253621046,-35.48983011209899
2613909,serra talhadaPE,-8.036099954804273,-38.369728098920845
2614006,serritaPE,-7.850019545503118,-39.38156934347284
2614105,sertaniaPE,-8.210559735673758,-37.33708243620258
2614204,sirinhaemPE,-8.571893575973407,-35.172082974718805
2614303,moreilandiaPE,-7.618140826294053,-39.52255094241917
2614402,solidaoPE,-7.584851002286741,-37.651329108967495
2614501,surubimPE,-7.891853867794054,-35.754514814407706
2614600,tabiraPE,-7.577637435410369,-37.513160206012834
2614709,tacaimboPE,-8.347996112340173,-36.27015716166703
2614808,tacaratuPE,-8.956799059056362,-38.076491495136885
2614857,tamandarePE,-8.745744511288601,-35.23002845846934
2615003,taquaritinga do nortePE,-7.869437855637777,-36.13045511356739
2615102,terezinhaPE,-9.07755561849242,-36.63084086886792
2615201,terra novaPE,-8.157690423010296,-39.39746217828531
2615300,timbaubaPE,-7.534549842711365,-35.341539334510315
2615409,toritamaPE,-7.999021594344428,-36.055725391064605
2615508,tracunhaemPE,-7.759842206019159,-35.161112097730616
2615607,trindadePE,-7.72779917395403,-40.29500468836443
2615706,triunfoPE,-7.8498537017558245,-38.06662862812799
2615805,tupanatingaPE,-8.683093649482442,-37.28037973881496
2615904,tuparetamaPE,-7.686344148694407,-37.26339096182725
2616001,venturosaPE,-8.614844147172642,-36.80520594215971
2616100,verdejantePE,-7.975860461637696,-38.98908590241574
2616183,vertente do lerioPE,-7.77764909749361,-35.81546826235355
2616209,vertentesPE,-7.890059280592335,-35.98229928369845
2616308,vicenciaPE,-7.659525991995754,-35.35722375285609
2616407,vitoria de santo antaoPE,-8.149781091701566,-35.28694875680533
2616506,xexeuPE,-8.836205673654002,-35.65330536280627
2700102,agua brancaAL,-9.26655087711021,-37.89857807314585
2700201,anadiaAL,-9.66296830978419,-36.31351625150452
2700300,arapiracaAL,-9.74928910338858,-36.641007141666854
2700409,atalaiaAL,-9.50474482669446,-36.0724876282113
2700508,barra de santo antonioAL,-9.381973754930373,-35.5646427979799
2700607,barra de sao miguelAL,-9.812369748379641,-35.946778710438224
2700706,batalhaAL,-9.706704000872834,-37.100898706312414
2700805,belemAL,-9.557429322273016,-36.491775569533544
2700904,belo monteAL,-9.817205114210564,-37.18889043199874
2701001,boca da mataAL,-9.6689079267744,-36.178232385204645
2701100,branquinhaAL,-9.223020737713407,-36.041938059485666
2701209,cacimbinhasAL,-9.446871282720133,-36.92181270120692
2701308,cajueiroAL,-9.3933046734209,-36.160216281554206
2701357,campestreAL,-8.893551980684231,-35.540489270266264
2701407,campo alegreAL,-9.814854049232974,-36.28292734610173
2701506,campo grandeAL,-9.967200021756137,-36.74632621718554
2701605,canapiAL,-9.12540639881891,-37.52845250156557
2701704,capelaAL,-9.345912135993531,-36.093277812475165
2701803,carneirosAL,-9.461961141902682,-37.365772527557354
2701902,cha pretaAL,-9.24240344592719,-36.281784755179544
2702009,coite do noiaAL,-9.629878622843112,-36.582238853730246
2702108,colonia leopoldinaAL,-8.941846704682533,-35.760035105883254
2702207,coqueiro secoAL,-9.642261802211394,-35.80873986528167
2702306,coruripeAL,-10.082430345631854,-36.23060933379365
2702355,craibasAL,-9.62952999396904,-36.788114026703454
2702405,delmiro gouveiaAL,-9.397584492414426,-38.04712397547789
2702504,dois riachosAL,-9.383661687386141,-37.07019280827375
2702553,estrela de alagoasAL,-9.393441655167832,-36.77027272825905
2702603,feira grandeAL,-9.889320971451586,-36.662888587001575
2702702,feliz desertoAL,-10.283331810363684,-36.335913936277045
2702801,flexeirasAL,-9.245142388840254,-35.763887233632474
2702900,girau do poncianoAL,-9.793317402359893,-36.85010434549604
2703007,ibateguaraAL,-8.95420634819727,-35.89616567473132
2703106,igaciAL,-9.543371766118426,-36.68197892485658
2703205,igreja novaAL,-10.139705305300982,-36.62003825962422
2703304,inhapiAL,-9.271784814941919,-37.69219493548818
2703403,jacare dos homensAL,-9.652151386041389,-37.22799882776905
2703502,jacuipeAL,-8.883654246844909,-35.44713464783508
2703601,japaratingaAL,-9.083372038241777,-35.29816847610548
2703700,jaramataiaAL,-9.657897185428988,-36.99376071826263
2703759,jequia da praiaAL,-9.921480730197617,-36.09725484313854
2703809,joaquim gomesAL,-9.079378142742314,-35.77844390462557
2703908,jundiaAL,-8.9623392640437,-35.536696047750695
2704005,junqueiroAL,-9.856499687894518,-36.44071687478113
2704104,lagoa da canoaAL,-9.799927721838275,-36.73597351047216
2704203,limoeiro de anadiaAL,-9.732386381175106,-36.46773135891966
2704302,maceioAL,-9.522394447084125,-35.71139050025418
2704401,major isidoroAL,-9.54269788025749,-37.010630938920634
2704500,maragogiAL,-8.951747097556142,-35.26922202700998
2704609,maravilhaAL,-9.244010241681949,-37.3990234859654
2704708,marechal deodoroAL,-9.715297638469362,-35.90962404381168
2704807,maribondoAL,-9.559322911641743,-36.29558546825611
2704906,mar vermelhoAL,-9.472869318746493,-36.40314705160078
2705002,mata grandeAL,-9.052114653047157,-37.75662226404049
2705101,matriz de camaragibeAL,-9.104497982522913,-35.581598765591615
2705200,messiasAL,-9.343608003596584,-35.812351096403596
2705309,minador do negraoAL,-9.336913153015166,-36.86353784835537
2705408,monteiropolisAL,-9.600611730694466,-37.29612664968283
2705507,muriciAL,-9.290862777744266,-35.92395872498806
2705606,novo linoAL,-8.963029229039307,-35.62905538337983
2705705,olho d'agua das floresAL,-9.533028353175936,-37.25747562759022
2705804,olho d'agua do casadoAL,-9.435794210095107,-37.81309279110225
2705903,olho d'agua grandeAL,-10.056185037601272,-36.79343530771089
2706000,olivencaAL,-9.489277264054515,-37.177567510580865
2706109,ouro brancoAL,-9.127797649049471,-37.36376440269639
2706208,palestinaAL,-9.689340528211966,-37.30250829285758
2706307,palmeira dos indiosAL,-9.418242935410783,-36.605709163916295
2706406,pao de acucarAL,-9.670581973668964,-37.48552540252361
2706422,pariconhaAL,-9.240505310463417,-38.047520380893374
2706448,paripueiraAL,-9.43554120700562,-35.593681177052176
2706505,passo de camaragibeAL,-9.256026267839756,-35.49993499818672
2706604,paulo jacintoAL,-9.377625797112424,-36.4094142148501
2706703,penedoAL,-10.231329161156768,-36.482312188125114
2706802,piacabucuAL,-10.386937568137492,-36.40173345785156
2706901,pilarAL,-9.615316655521447,-36.00463458748293
2707008,pindobaAL,-9.475982551080062,-36.28564443146856
2707107,piranhasAL,-9.526104720075077,-37.7250621540857
2707206,poco das trincheirasAL,-9.298757385695838,-37.32029471813806
2707305,porto calvoAL,-9.025992862856278,-35.42683899327138
2707404,porto de pedrasAL,-9.143596590131022,-35.40676450953448
2707503,porto real do colegioAL,-10.119959001920103,-36.73625677290749
2707602,quebranguloAL,-9.303267906295408,-36.461229370342814
2707701,rio largoAL,-9.4800410320973,-35.86443876295462
2707800,roteiroAL,-9.868715084626771,-35.98044552550061
2707909,santa luzia do norteAL,-9.61207363220523,-35.82989927015346
2708006,santana do ipanemaAL,-9.35806979076912,-37.21051967563981
2708105,santana do mundauAL,-9.13097506673157,-36.19133614258399
2708204,sao brasAL,-10.108605133462056,-36.86185621691153
2708303,sao jose da lajeAL,-8.987487376877594,-36.03999999233131
2708402,sao jose da taperaAL,-9.533099956626167,-37.48985525304809
2708501,sao luis do quitundeAL,-9.249743491665765,-35.63418363271139
2708600,sao miguel dos camposAL,-9.772806762594456,-36.10078157024489
2708709,sao miguel dos milagresAL,-9.230756555880035,-35.406871027934486
2708808,sao sebastiaoAL,-9.963364852876802,-36.55034963476728
2708907,satubaAL,-9.578140200566787,-35.845472450082774
2708956,senador rui palmeiraAL,-9.39074921608068,-37.51289976202649
2709004,tanque d'arcaAL,-9.557709428094613,-36.4228966782307
2709103,taquaranaAL,-9.624658117786552,-36.49530761085759
2709152,teotonio vilelaAL,-9.964701574055514,-36.371502162355746
2709202,traipuAL,-9.89657725448526,-36.96924013018045
2709301,uniao dos palmaresAL,-9.12041150799329,-36.01443911596683
2709400,vicosaAL,-9.359239645502013,-36.265101794718646
2800100,amparo do sao franciscoSE,-10.165639246010064,-36.92146864510089
2800209,aquidabaSE,-10.260812290875169,-37.06414548550479
2800308,aracajuSE,-10.994202271261502,-37.09491351952143
2800407,arauaSE,-11.262398430033885,-37.592046908843436
2800506,areia brancaSE,-10.787200208374568,-37.33145683991639
2800605,barra dos coqueirosSE,-10.851117642047516,-36.9694061497716
2800670,boquimSE,-11.120349617201548,-37.59697624803311
2800704,brejo grandeSE,-10.477277389865208,-36.473933177869625
2801009,campo do britoSE,-10.766321883097302,-37.50066168401544
2801108,canhobaSE,-10.148392705686888,-37.00073756589219
2801207,caninde de sao franciscoSE,-9.70916924845119,-37.91800802986766
2801306,capelaSE,-10.468751174859946,-37.036344264339846
2801405,cariraSE,-10.363763281355205,-37.71055761958833
2801504,carmopolisSE,-10.664601621939726,-36.96607068334111
2801603,cedro de sao joaoSE,-10.266486297924146,-36.89917660216079
2801702,cristinapolisSE,-11.481980674316306,-37.73292845212286
2801900,cumbeSE,-10.348374698810474,-37.19579209375169
2802007,divina pastoraSE,-10.675897637270984,-37.15662279117788
2802106,estanciaSE,-11.249506052362655,-37.39794191250897
2802205,feira novaSE,-10.282565957169783,-37.32972520063874
2802304,frei pauloSE,-10.522484716399019,-37.58988402733526
2802403,gararuSE,-10.026997864804313,-37.2034006051967
2802502,general maynardSE,-10.69302839440305,-36.97108195790041
2802601,gracho cardosoSE,-10.222567760863745,-37.21876415547938
2802700,ilha das floresSE,-10.456623888323838,-36.55511538160239
2802809,indiarobaSE,-11.475491377059093,-37.52886799660494
2802908,itabaianaSE,-10.685591511268765,-37.421630073840895
2803005,itabaianinhaSE,-11.258736121881253,-37.779185444975326
2803104,itabiSE,-10.105879593403587,-37.143852294256845
2803203,itaporanga d'ajudaSE,-11.057702246834072,-37.31823914826319
2803302,japaratubaSE,-10.553246259533248,-36.90298951836758
2803401,japoataSE,-10.436079216061,-36.788688859782475
2803500,lagartoSE,-10.902704834021932,-37.66443696290371
2803609,laranjeirasSE,-10.804542095089174,-37.18616725100215
2803708,macambiraSE,-10.660041229662085,-37.59685676826676
2803807,malhada dos boisSE,-10.329222185248067,-36.944419106655396
2803906,malhadorSE,-10.67289106427188,-37.28779187597796
2804003,maruimSE,-10.730405104514583,-37.10523197569194
2804102,moita bonitaSE,-10.593590926910291,-37.3404237878719
2804201,monte alegre de sergipeSE,-10.064478711322222,-37.61606865941937
2804300,muribecaSE,-10.384035544456417,-36.9590200627719
2804409,neopolisSE,-10.34830351997438,-36.66039325329442
2804458,nossa senhora aparecidaSE,-10.358071557281406,-37.50494317463855
2804508,nossa senhora da gloriaSE,-10.177642124050458,-37.528371942268556
2804607,nossa senhora das doresSE,-10.46659687478835,-37.24039381615199
2804706,nossa senhora de lourdesSE,-10.076788945329755,-37.01448396098826
2804805,nossa senhora do socorroSE,-10.86383803656524,-37.14555356334551
2804904,pacatubaSE,-10.519137452903959,-36.64696595021353
2805000,pedra moleSE,-10.624811794793164,-37.68012297460276
2805109,pedrinhasSE,-11.204419877790919,-37.658152208290176
2805208,pinhaoSE,-10.563344028563753,-37.758097792592494
2805307,pirambuSE,-10.653890805336815,-36.80503696947152
2805406,poco redondoSE,-9.85009535556341,-37.708722745967776
2805505,poco verdeSE,-10.800710597090632,-38.12708237794064
2805604,porto da folhaSE,-9.913709166937009,-37.422436447494626
2805703,propriaSE,-10.244918281834458,-36.80311546873322
2805802,riachao do dantasSE,-11.033980395302727,-37.80044334436724
2805901,riachueloSE,-10.730623413140755,-37.22528490221844
2806008,ribeiropolisSE,-10.503996333324103,-37.42937784141006
2806107,rosario do cateteSE,-10.682467727595093,-37.03545164369561
2806206,salgadoSE,-11.062673397111189,-37.480563624155366
2806305,santa luzia do itanhySE,-11.361799851734215,-37.505863765144554
2806404,santana do sao franciscoSE,-10.28695073468935,-36.63670562309418
2806503,santa rosa de limaSE,-10.632042334628048,-37.23608131940106
2806602,santo amaro das brotasSE,-10.773651452533453,-36.98260570404559
2806701,sao cristovaoSE,-10.962216434633476,-37.22043098979454
2806800,sao domingosSE,-10.782379286544966,-37.57475578200398
2806909,sao franciscoSE,-10.335235195984188,-36.86692488890432
2807006,sao miguel do aleixoSE,-10.399385658170582,-37.36352058025385
2807105,simao diasSE,-10.756452699834488,-37.82831662996481
2807204,siririSE,-10.574919968981286,-37.1252304832192
2807303,telhaSE,-10.19312806580485,-36.889515787955105
2807402,tobias barretoSE,-11.042284920479771,-38.003151572279634
2807501,tomar do geruSE,-11.369920852624304,-37.875174103959466
2807600,umbaubaSE,-11.399935944321557,-37.662439575958494
2900108,abairaBA,-13.296568988301301,-41.74289387495422
2900207,abareBA,-8.833540430430423,-39.3176928553494
2900306,acajutibaBA,-11.663171759280603,-38.00053100485081
2900355,adustinaBA,-10.562272175052264,-38.037636678677444
2900405,agua friaBA,-11.82317841040712,-38.71046599468406
2900504,erico cardosoBA,-13.400214747056427,-42.067320842284886
2900603,aiquaraBA,-14.091818536636373,-39.88086172006022
2900702,alagoinhasBA,-12.113125687679377,-38.40223523278765
2900801,alcobacaBA,-17.469231119233825,-39.409556259352655
2900900,almadinaBA,-14.70127299868537,-39.66409283036932
2901007,amargosaBA,-13.040852232239317,-39.626321073610626
2901106,amelia rodriguesBA,-12.421184258201828,-38.72048269451922
2901155,america douradaBA,-11.406196240153468,-41.52292271762871
2901205,anageBA,-14.58989996491122,-40.92771676226621
2901304,andaraiBA,-12.733629257864045,-41.21509180690912
2901353,andorinhaBA,-10.28076219005264,-39.871901172567405
2901403,angicalBA,-11.996639432196531,-44.64772390797856
2901502,angueraBA,-12.182973868879722,-39.192831990395355
2901601,antasBA,-10.407122925104993,-38.29412500457837
2901700,antonio cardosoBA,-12.379795465796414,-39.147051332599794
2901809,antonio goncalvesBA,-10.601509462827332,-40.3623650170147
2901908,aporaBA,-11.731565422564863,-38.1938031559601
2901957,apuaremaBA,-13.820033815110175,-39.75157032571518
2902005,aracatuBA,-14.371225688542385,-41.374548413126824
2902054,aracasBA,-12.172946809293634,-38.21254419490848
2902104,araciBA,-11.212471512566529,-39.064463799185184
2902203,aramariBA,-12.050722159478866,-38.52498539547235
2902252,aratacaBA,-15.243275296240483,-39.41217951307407
2902302,aratuipeBA,-13.08462982281771,-39.069429261830265
2902401,aurelino lealBA,-14.362134139167308,-39.47826312384632
2902500,baianopolisBA,-12.657124752708233,-44.44023037593101
2902609,baixa grandeBA,-11.964750318066546,-40.152774614163064
2902658,banzaeBA,-10.616471813070024,-38.65434372629116
2902708,barraBA,-11.030565699999189,-43.3660521227674
2902807,barra da estivaBA,-13.650485206107058,-41.09809245685008
2902906,barra do chocaBA,-14.913054463418018,-40.581269853322965
2903003,barra do mendesBA,-11.950019137809845,-42.109493476104646
2903102,barra do rochaBA,-14.102480395143846,-39.587949384373005
2903201,barreirasBA,-12.013022348658438,-45.54237869570238
2903235,barro altoBA,-11.847991681385437,-41.836786430284285
2903276,barrocasBA,-11.538041494939089,-39.09492027946977
2903300,barro pretoBA,-14.775862280612523,-39.44472832322768
2903409,belmonteBA,-15.935417077240624,-39.17727132405982
2903508,belo campoBA,-14.99851376804937,-41.203840077800876
2903607,biritingaBA,-11.585323499144543,-38.79263329259155
2903706,boa novaBA,-14.360202201177268,-40.229990582659326
2903805,boa vista do tupimBA,-12.770167671892978,-40.67022723121558
2903904,bom jesus da lapaBA,-13.277147221681844,-43.293387442528044
2903953,bom jesus da serraBA,-14.389879774075885,-40.57732566351144
2904001,boninalBA,-12.776672583684782,-41.80249757495332
2904050,bonitoBA,-11.969278074143675,-41.32041377149054
2904100,boquiraBA,-12.741119710162122,-42.72228870688073
2904209,botuporaBA,-13.326230120538474,-42.53470605489584
2904308,brejoesBA,-13.075373925865772,-39.850783497620085
2904407,brejolandiaBA,-12.499373802216757,-43.82476379274486
2904506,brotas de macaubasBA,-12.08927743358301,-42.44703609741961
2904605,brumadoBA,-14.167942966135849,-41.689076655635496
2904704,bueraremaBA,-14.996443158649107,-39.26957771781599
2904753,buritiramaBA,-10.588126008057626,-43.66762972334777
2904803,caatibaBA,-14.995802486674545,-40.36410745956599
2904852,cabaceiras do paraguacuBA,-12.564274441862102,-39.192484587955704
2904902,cachoeiraBA,-12.64670691267893,-38.88487618390703
2905008,caculeBA,-14.48288984063711,-42.28504992525475
2905107,caemBA,-11.143066633836934,-40.291104142737694
2905156,caetanosBA,-14.313668731512108,-40.926748994125965
2905206,caetiteBA,-13.947967782876848,-42.476637501360464
2905305,cafarnaumBA,-11.733821926325845,-41.5014487254286
2905404,cairuBA,-13.506862240008736,-38.98342849652699
2905503,caldeirao grandeBA,-11.039859481257691,-40.22183034605039
2905602,camacanBA,-15.444373401636032,-39.518676561501934
2905701,camacariBA,-12.666028868584311,-38.20631177604166
2905800,camamuBA,-14.012551827882122,-39.16418599370256
2905909,campo alegre de lourdesBA,-9.561568612968045,-43.15886902727306
2906006,campo formosoBA,-10.25106258960328,-40.728936455244664
2906105,canapolisBA,-13.096592140061032,-44.20355995550135
2906204,canaranaBA,-11.752948752622444,-41.69962948380457
2906303,canavieirasBA,-15.651538760747684,-39.108825012333064
2906402,candealBA,-11.871119527115175,-39.19075804285345
2906501,candeiasBA,-12.678478930260018,-38.481161125811646
2906600,candibaBA,-14.404201929941289,-42.83174020008954
2906709,candido salesBA,-15.355082384556242,-41.269494996568746
2906808,cansancaoBA,-10.726929002612723,-39.472719615769485
2906824,canudosBA,-10.005931115757269,-38.99451681754956
2906857,capela do alto alegreBA,-11.672263317983562,-39.82496385322246
2906873,capim grossoBA,-11.306288386985914,-39.99590007317779
2906899,caraibasBA,-14.62557041666002,-41.28371573712091
2906907,caravelasBA,-17.657524857869706,-39.688809518382435
2907004,cardeal da silvaBA,-12.043037095603994,-37.93842595220038
2907103,carinhanhaBA,-14.020540824294882,-43.848969792200556
2907202,casa novaBA,-9.240251462744881,-41.33648205193479
2907301,castro alvesBA,-12.731625571430337,-39.363996992713076
2907400,catolandiaBA,-12.27343972157685,-44.697067522717084
2907509,catuBA,-12.330569440064385,-38.41290041286401
2907558,caturamaBA,-13.233462416546207,-42.31941727153216
2907608,centralBA,-11.151291452712615,-42.11242669891941
2907707,chorrochoBA,-9.271707119799368,-39.1891102396685
2907806,cicero dantasBA,-10.50694399183672,-38.45418010985944
2907905,cipoBA,-11.107771348005642,-38.523093118187596
2908002,coaraciBA,-14.631826936399062,-39.59319096855092
2908101,cocosBA,-14.496928520043916,-45.219944594594786
2908200,conceicao da feiraBA,-12.50486270098254,-38.99976045434414
2908309,conceicao do almeidaBA,-12.859901683342674,-39.24560126024592
2908408,conceicao do coiteBA,-11.52412313537397,-39.24981984654134
2908507,conceicao do jacuipeBA,-12.337192494677748,-38.742185710328776
2908606,condeBA,-11.827736477876648,-37.6775952633345
2908705,condeubaBA,-14.921493876725078,-42.05108284011733
2908804,contendas do sincoraBA,-13.838346046969422,-41.093651670815966
2908903,coracao de mariaBA,-12.210649059142327,-38.78310817567336
2909000,cordeirosBA,-15.040970542002349,-41.90824456310861
2909109,coribeBA,-13.814340403988082,-44.3762936150961
2909208,coronel joao saBA,-10.280184430852234,-37.936311784700315
2909307,correntinaBA,-13.467235420599899,-45.395862828292465
2909406,cotegipeBA,-11.711115462541237,-44.32799587494091
2909505,cravolandiaBA,-13.424003442930642,-39.78446238157044
2909604,crisopolisBA,-11.518070948119489,-38.17257909941879
2909703,cristopolisBA,-12.19399492357965,-44.25884541711294
2909802,cruz das almasBA,-12.683035213053518,-39.117911543258046
2909901,curacaBA,-9.222481689981276,-39.65145850533145
2910008,dario meiraBA,-14.404981070999147,-39.988006464092805
2910057,dias d'avilaBA,-12.601262742855178,-38.28239526436644
2910107,dom basilioBA,-13.856317581705481,-41.712234549159106
2910206,dom macedo costaBA,-12.912355286813685,-39.173959743827744
2910305,elisio medradoBA,-12.934872389662434,-39.52633542273569
2910404,encruzilhadaBA,-15.594911739063468,-40.99991226153889
2910503,entre riosBA,-12.063569426832826,-38.04827509989228
2910602,esplanadaBA,-11.931246436078988,-37.88534008147852
2910701,euclides da cunhaBA,-10.464200064261172,-38.91514100299185
2910727,eunapolisBA,-16.298751723293062,-39.606118610328814
2910750,fatimaBA,-10.595191973816883,-38.202109523944095
2910776,feira da mataBA,-14.131740428355943,-44.23221878516874
2910800,feira de santanaBA,-12.193076444300495,-39.033989533804295
2910859,filadelfiaBA,-10.72320978946417,-40.136914882857305
2910909,firmino alvesBA,-14.930819949030255,-39.911313174738254
2911006,floresta azulBA,-14.841851507523861,-39.717469904401355
2911105,formosa do rio pretoBA,-11.014212909628926,-45.745290164182954
2911204,ganduBA,-13.788697357803276,-39.48269196367624
2911253,gaviaoBA,-11.508884116464246,-39.75733961609469
2911303,gentio do ouroBA,-11.410247517193055,-42.60520847757423
2911402,gloriaBA,-9.22936582459855,-38.444761511762685
2911501,gongogiBA,-14.280589201795403,-39.581899875594715
2911600,governador mangabeiraBA,-12.58336289182617,-39.072351349132376
2911659,guajeruBA,-14.558969427620124,-41.986432117562565
2911709,guanambiBA,-14.203956851506362,-42.8200359428595
2911808,guaratingaBA,-16.55319083056759,-39.93768893207964
2911857,heliopolisBA,-10.749949833535897,-38.3087624593145
2911907,iacuBA,-12.81353437195046,-40.113094519078416
2912004,ibiassuceBA,-14.29153125199054,-42.30537867284951
2912103,ibicaraiBA,-14.848768488159362,-39.56845327673387
2912202,ibicoaraBA,-13.38099123442477,-41.327893104539655
2912301,ibicuiBA,-14.641894450245122,-39.86378532183483
2912400,ibipebaBA,-11.570748457125699,-42.18177014540365
2912509,ibipitangaBA,-12.859346560831318,-42.359693308439915
2912608,ibiqueraBA,-12.603191310461337,-40.88478219075532
2912707,ibirapitangaBA,-14.060715757238425,-39.43569275744262
2912806,ibirapuaBA,-17.74301383309379,-40.012795239217375
2912905,ibirataiaBA,-13.975981153234335,-39.62616748908744
2913002,ibitiaraBA,-12.575885316725826,-42.28269422077778
2913101,ibititaBA,-11.579049493475143,-41.91512495937474
2913200,ibotiramaBA,-12.038556308094819,-43.204764570739975
2913309,ichuBA,-11.73151104804396,-39.152340708342514
2913408,igaporaBA,-13.863066151525517,-42.70414561871007
2913457,igrapiunaBA,-13.870950504353056,-39.20552818890623
2913507,iguaiBA,-14.632365298711283,-40.06587007600038
2913606,ilheusBA,-14.752742889740867,-39.19180249267155
2913705,inhambupeBA,-11.80511592647447,-38.40381473753228
2913804,ipecaetaBA,-12.307419013893044,-39.3269855210808
2913903,ipiauBA,-14.054873227208233,-39.726504682337655
2914000,ipiraBA,-12.211242475234913,-39.77714283190069
2914109,ipupiaraBA,-11.835872914160333,-42.50184265364717
2914208,irajubaBA,-13.23071872258585,-40.05229493566833
2914307,iramaiaBA,-13.468638831961087,-40.92082219623403
2914406,iraquaraBA,-12.24834054146308,-41.58309537493993
2914505,iraraBA,-12.046428564939866,-38.75389483336946
2914604,ireceBA,-11.30944942463816,-41.83896926573954
2914653,itabelaBA,-16.662900854861544,-39.55133754869773
2914703,itaberabaBA,-12.499096501715536,-40.262263566756204
2914802,itabunaBA,-14.851648210972686,-39.31280719641502
2914901,itacareBA,-14.362093573165973,-39.15779480918784
2915007,itaeteBA,-13.09175720515157,-41.04041818139602
2915106,itagiBA,-14.162264015599861,-40.02485105068116
2915205,itagibaBA,-14.25256693688596,-39.83045414803831
2915304,itagimirimBA,-16.096335889091332,-39.73798512547128
2915353,itaguacu da bahiaBA,-10.769723807829575,-42.23898667275173
2915403,itaju do coloniaBA,-15.148336342209582,-39.73165247632777
2915502,itajuipeBA,-14.671517513851745,-39.444899914408076
2915601,itamarajuBA,-17.00875696624942,-39.76482038383251
2915700,itamariBA,-13.766584171378042,-39.667054133350874
2915809,itambeBA,-15.15818096996626,-40.4622350243296
2915908,itanagraBA,-12.315346089747829,-38.0425925164706
2916005,itanhemBA,-17.11540795536702,-40.37835158306562
2916104,itaparicaBA,-12.892231291946107,-38.65496427807908
2916203,itapeBA,-14.954377843356497,-39.49590348948759
2916302,itapebiBA,-15.91210988405306,-39.653152867273626
2916401,itapetingaBA,-15.2992798116647,-40.057515003351995
2916500,itapicuruBA,-11.192021239060292,-38.19422552489494
2916609,itapitangaBA,-14.472906533587292,-39.61995846266197
2916708,itaquaraBA,-13.448891404943069,-39.89845799169654
2916807,itarantimBA,-15.697737612658564,-40.04914719624571
2916856,itatimBA,-12.712840163585382,-39.73469224900053
2916906,itirucuBA,-13.487641325453033,-40.15303744335197
2917003,itiubaBA,-10.731373980816942,-39.845358242663586
2917102,itororoBA,-15.048827462391142,-40.007131573910506
2917201,ituacuBA,-13.83710097333047,-41.39000694956189
2917300,ituberaBA,-13.749334840228704,-39.15295030160877
2917334,iuiuBA,-14.466260806433427,-43.54294332362325
2917359,jaborandiBA,-14.031889735102505,-45.44044920144297
2917409,jacaraciBA,-14.78484881412062,-42.322285831663365
2917508,jacobinaBA,-11.134920219071303,-40.568545508255156
2917607,jaguaquaraBA,-13.553854266805493,-39.957002200125764
2917706,jaguarariBA,-10.042620955810882,-40.068348116599104
2917805,jaguaripeBA,-13.121298181917082,-38.98655970134547
2917904,jandairaBA,-11.598399637634259,-37.59524603353096
2918001,jequieBA,-13.877606720904526,-40.14613045224898
2918100,jeremoaboBA,-9.981424000421171,-38.49929863437498
2918209,jiquiricaBA,-13.324519605425115,-39.584656723511024
2918308,jitaunaBA,-13.957972287338695,-39.866660053276696
